code;level;classificationName;
"'49120'";5;"Other passenger rail transport";
"'492'";3;"Freight rail transport";
"'4920'";4;"Freight rail transport";
"'49200'";5;"Freight rail transport";
"'493'";3;"Other passenger land transport";
"'4931'";4;"Scheduled passenger transport by road";
"'49310'";5;"Scheduled passenger transport by road";
"'4932'";4;"Non-scheduled passenger transport by road";
"'49320'";5;"Non-scheduled passenger transport by road";
"'4933'";4;"On-demand passenger transport service activities by vehicle with driver";
"'49330'";5;"On-demand passenger transport service activities by vehicle with driver";
"'4934'";4;"Passenger transport by cableways and ski lifts";
"'49340'";5;"Passenger transport by cableways and ski lifts";
"'4939'";4;"Other passenger land transport n.e.c.";
"'49390'";5;"Other passenger land transport n.e.c.";
"'494'";3;"Freight transport by road and removal services";
"'4941'";4;"Freight transport by road";
"'49410'";5;"Freight transport by road";
"'4942'";4;"Removal services";
"'49420'";5;"Removal services";
"'495'";3;"Transport via pipeline";
"'4950'";4;"Transport via pipeline";
"'49500'";5;"Transport via pipeline";
"'50'";2;"Water transport";
"'501'";3;"Sea and coastal passenger water transport";
"'5010'";4;"Sea and coastal passenger water transport";
"'50101'";5;"Sea passenger water transport";
"'50102'";5;"Coastal passenger water transport";
"'502'";3;"Sea and coastal freight water transport";
"'5020'";4;"Sea and coastal freight water transport";
"'50200'";5;"Sea and coastal freight water transport";
"'503'";3;"Inland passenger water transport";
"'5030'";4;"Inland passenger water transport";
"'50300'";5;"Inland passenger water transport";
"'504'";3;"Inland freight water transport";
"'5040'";4;"Inland freight water transport";
"'50400'";5;"Inland freight water transport";
"'51'";2;"Air transport";
"'511'";3;"Passenger air transport";
"'5110'";4;"Passenger air transport";
"'51101'";5;"Scheduled passenger air transport";
"'51102'";5;"Non-scheduled passenger air transport";
"'512'";3;"Freight air transport and space transport";
"'5121'";4;"Freight air transport";
"'51210'";5;"Freight air transport";
"'5122'";4;"Space transport";
"'51220'";5;"Space transport";
"'52'";2;"Warehousing, storage and support activities for transportation";
"'521'";3;"Warehousing and storage";
"'5210'";4;"Warehousing and storage";
"'52100'";5;"Warehousing and storage";
"'522'";3;"Support activities for transportation";
"'5221'";4;"Service activities incidental to land transportation";
"'52211'";5;"Operation of terminal facilities incidental to transport of freight by road";
"'52212'";5;"Operation of paid car parks or garages";
"'52219'";5;"Other service activities incidental to land transportation";
"'5222'";4;"Service activities incidental to water transportation";
"'52221'";5;"Operation of harbours";
"'52229'";5;"Other service activities incidental to water transportation";
"'5223'";4;"Service activities incidental to air transportation";
"'52230'";5;"Service activities incidental to air transportation";
"'5224'";4;"Cargo handling";
"'52240'";5;"Cargo handling";
"'5225'";4;"Logistics service activities";
"'52250'";5;"Logistics service activities";
"'5226'";4;"Other support activities for transportation";
"'52260'";5;"Other support activities for transportation";
"'523'";3;"Intermediation service activities for transportation";
"'5231'";4;"Intermediation service activities for freight transportation";
"'52310'";5;"Intermediation service activities for freight transportation";
"'5232'";4;"Intermediation service activities for passenger transportation";
"'52320'";5;"Intermediation service activities for passenger transportation";
"'53'";2;"Postal and courier activities";
"'531'";3;"Postal activities under universal service obligation";
"'5310'";4;"Postal activities under universal service obligation";
"'53100'";5;"Postal activities under universal service obligation";
"'532'";3;"Other postal and courier activities";
"'5320'";4;"Other postal and courier activities";
"'53200'";5;"Other postal and courier activities";
"'533'";3;"Intermediation service activities for postal and courier activities";
"'5330'";4;"Intermediation service activities for postal and courier activities";
"'53300'";5;"Intermediation service activities for postal and courier activities";
"'I'";1;"Accommodation and food service activities";
"'55'";2;"Accommodation";
"'551'";3;"Hotels and similar accommodation";
"'5510'";4;"Hotels and similar accommodation";
"'55100'";5;"Hotels and similar accommodation";
"'552'";3;"Holiday and other short-stay accommodation";
"'5520'";4;"Holiday and other short-stay accommodation";
"'55201'";5;"Hostels";
"'55202'";5;"Short-stay accommodation in apartments and rooms";
"'55203'";5;"Short-stay accommodation in holiday cottages and cabins";
"'553'";3;"Camping grounds and recreational vehicle parks";
"'5530'";4;"Camping grounds and recreational vehicle parks";
"'55300'";5;"Camping grounds and recreational vehicle parks";
"'554'";3;"Intermediation service activities for accommodation";
"'5540'";4;"Intermediation service activities for accommodation";
"'55400'";5;"Intermediation service activities for accommodation";
"'559'";3;"Other accommodation";
"'5590'";4;"Other accommodation";
"'55900'";5;"Other accommodation";
"'56'";2;"Food and beverage service activities";
"'561'";3;"Restaurants and mobile food service activities";
"'5611'";4;"Restaurant activities";
"'56111'";5;"Restaurants and cafeterias";
"'56112'";5;"Fast food restaurants and kiosks";
"'5612'";4;"Mobile food service activities";
"'56120'";5;"Mobile food service activities";
"'562'";3;"Event catering, contract catering service activities and other food service activities";
"'5621'";4;"Event catering activities";
"'56210'";5;"Event catering activities";
"'5622'";4;"Contract catering service activities and other food service activities";
"'56220'";5;"Contract catering service activities and other food service activities";
"'563'";3;"Beverage serving activities";
"'5630'";4;"Beverage serving activities";
"'56301'";5;"Bars and other alcoholic beverage serving activities";
"'56302'";5;"Coffee houses and other non-alcoholic beverage serving activities";
"'564'";3;"Intermediation service activities for food and beverage services activities";
"'5640'";4;"Intermediation service activities for food and beverage services activities";
"'56400'";5;"Intermediation service activities for food and beverage services activities";
"'J'";1;"Publishing, broadcasting, and content production and distribution activities";
"'58'";2;"Publishing activities";
"'581'";3;"Publishing of books, newspapers and other publishing activities, except software publishing";
"'5811'";4;"Publishing of books";
"'58110'";5;"Publishing of books";
"'5812'";4;"Publishing of newspapers";
"'58120'";5;"Publishing of newspapers";
"'5813'";4;"Publishing of journals and periodicals";
"'58131'";5;"Publishing of local papers";
"'58132'";5;"Publishing of other journals and periodicals";
"'5819'";4;"Other publishing activities, except software publishing";
"'58190'";5;"Other publishing activities, except software publishing";
"'582'";3;"Software publishing";
"'5821'";4;"Publishing of video games";
"'58210'";5;"Publishing of video games";
"'5829'";4;"Other software publishing";
"'58290'";5;"Other software publishing";
"'59'";2;"Motion picture, video and television programme production, sound recording and music publishing activities";
"'591'";3;"Motion picture, video and television programme activities";
"'5911'";4;"Motion picture, video and television programme production activities";
"'59110'";5;"Motion picture, video and television programme production activities";
"'5912'";4;"Motion picture, video and television programme post-production activities";
"'59120'";5;"Motion picture, video and television programme post-production activities";
"'5913'";4;"Motion picture and video distribution activities";
"'59130'";5;"Motion picture and video distribution activities";
"'5914'";4;"Motion picture projection activities";
"'59140'";5;"Motion picture projection activities";
"'592'";3;"Sound recording and music publishing activities";
"'5920'";4;"Sound recording and music publishing activities";
"'59200'";5;"Sound recording and music publishing activities";
"'60'";2;"Programming, broadcasting, news agency and other content distribution activities";
"'601'";3;"Radio broadcasting and audio distribution activities";
"'6010'";4;"Radio broadcasting and audio distribution activities";
"'60100'";5;"Radio broadcasting and audio distribution activities";
"'602'";3;"Television programming, broadcasting and video distribution activities";
"'6020'";4;"Television programming, broadcasting and video distribution activities";
"'60200'";5;"Television programming, broadcasting and video distribution activities";
"'603'";3;"News agency and other content distribution activities";
"'6031'";4;"News agency activities";
"'60310'";5;"News agency activities";
"'6039'";4;"Other content distribution activities";
"'60390'";5;"Other content distribution activities";
"'K'";1;"Telecommunication, computer programming, consulting, computing infrastructure and other information service activities";
"'61'";2;"Telecommunication";
"'611'";3;"Wired, wireless, and satellite telecommunication activities";
"'6110'";4;"Wired, wireless, and satellite telecommunication activities";
"'61100'";5;"Wired, wireless, and satellite telecommunication activities";
"'612'";3;"Telecommunication reselling activities and intermediation service activities for telecommunication";
"'6120'";4;"Telecommunication reselling activities and intermediation service activities for telecommunication";
"'61200'";5;"Telecommunication reselling activities and intermediation service activities for telecommunication";
"'619'";3;"Other telecommunication activities";
"'6190'";4;"Other telecommunication activities";
"'61900'";5;"Other telecommunication activities";
"'62'";2;"Computer programming, consultancy and related activities";
"'621'";3;"Computer programming activities";
"'6210'";4;"Computer programming activities";
"'62100'";5;"Computer programming activities";
"'622'";3;"Computer consultancy and computer facilities management activities";
"'6220'";4;"Computer consultancy and computer facilities management activities";
"'62200'";5;"Computer consultancy and computer facilities management activities";
"'629'";3;"Other information technology and computer service activities";
"'6290'";4;"Other information technology and computer service activities";
"'62900'";5;"Other information technology and computer service activities";
"'63'";2;"Computing infrastructure, data processing, hosting and other information service activities";
"'631'";3;"Computing infrastructure, data processing, hosting and related activities";
"'6310'";4;"Computing infrastructure, data processing, hosting and related activities";
"'63100'";5;"Computing infrastructure, data processing, hosting and related activities";
"'639'";3;"Web search portal activities and other information service activities";
"'6391'";4;"Web search portal activities";
"'63910'";5;"Web search portal activities";
"'6392'";4;"Other information service activities";
"'63920'";5;"Other information service activities";
"'L'";1;"Financial and insurance activities";
"'64'";2;"Financial service activities, except insurance and pension funding";
"'641'";3;"Monetary intermediation";
"'6411'";4;"Central banking";
"'64110'";5;"Central banking";
"'6419'";4;"Other monetary intermediation";
"'64190'";5;"Other monetary intermediation";
"'642'";3;"Activities of holding companies and financing conduits";
"'6421'";4;"Activities of holding companies";
"'64210'";5;"Activities of holding companies";
"'6422'";4;"Activities of financing conduits";
"'64220'";5;"Activities of financing conduits";
"'643'";3;"Activities of trusts, funds and similar financial entities";
"'6431'";4;"Activities of money market and non-money market investments funds";
"'64310'";5;"Activities of money market and non-money market investments funds";
"'6432'";4;"Activities of trust, estate and agency accounts";
"'64320'";5;"Activities of trust, estate and agency accounts";
"'649'";3;"Other financial service activities, except insurance and pension funding";
"'6491'";4;"Financial leasing";
"'64910'";5;"Financial leasing";
"'6492'";4;"Other credit granting";
"'64920'";5;"Other credit granting";
"'6499'";4;"Other financial service activities, except insurance and pension funding n.e.c.";
"'64990'";5;"Other financial service activities, except insurance and pension funding n.e.c.";
"'65'";2;"Insurance, reinsurance and pension funding, except compulsory social security";
"'651'";3;"Insurance";
"'6511'";4;"Life insurance";
"'65110'";5;"Life insurance";
"'6512'";4;"Non-life insurance";
"'65121'";5;"Activities of non-life insurance companies";
"'65129'";5;"Other non-life insurance";
"'652'";3;"Reinsurance";
"'6520'";4;"Reinsurance";
"'65200'";5;"Reinsurance";
"'653'";3;"Pension funding";
"'6530'";4;"Pension funding";
"'65300'";5;"Pension funding";
"'66'";2;"Activities auxiliary to financial services and insurance activities";
"'661'";3;"Activities auxiliary to financial services, except insurance and pension funding";
"'6611'";4;"Administration of financial markets";
"'66110'";5;"Administration of financial markets";
"'6612'";4;"Security and commodity contracts brokerage";
"'66120'";5;"Security and commodity contracts brokerage";
"'6619'";4;"Other activities auxiliary to financial services, except insurance and pension funding";
"'66190'";5;"Other activities auxiliary to financial services, except insurance and pension funding";
"'662'";3;"Activities auxiliary to insurance and pension funding";
"'6621'";4;"Risk and damage evaluation";
"'66210'";5;"Risk and damage evaluation";
"'6622'";4;"Activities of insurance agents and brokers";
"'66220'";5;"Activities of insurance agents and brokers";
"'6629'";4;"Activities auxiliary to insurance and pension funding n.e.c.";
"'66290'";5;"Activities auxiliary to insurance and pension funding n.e.c.";
"'663'";3;"Fund management activities";
"'6630'";4;"Fund management activities";
"'66300'";5;"Fund management activities";
"'M'";1;"Real estate activities";
"'68'";2;"Real estate activities";
"'681'";3;"Real estate activities with own property and development of building projects";
"'6811'";4;"Buying and selling of own real estate";
"'68110'";5;"Buying and selling of own real estate";
"'6812'";4;"Development of building projects";
"'68120'";5;"Development of building projects";
"'682'";3;"Rental and operating of own or leased real estate";
"'6820'";4;"Rental and operating of own or leased real estate";
"'68201'";5;"Rental of own or leased dwellings and residential real estate";
"'68202'";5;"Operating of own or leased dwellings and residential real estate";
"'68203'";5;"Rental and operating of own or leased non-residential real estate";
"'683'";3;"Real estate activities on a fee or contract basis";
"'6831'";4;"Intermediation service activities for real estate activities";
"'68310'";5;"Intermediation service activities for real estate activities";
"'6832'";4;"Other real estate activities on a fee or contract basis";
"'68320'";5;"Other real estate activities on a fee or contract basis";
"'N'";1;"Professional, scientific and technical activities";
"'69'";2;"Legal and accounting activities";
"'691'";3;"Legal activities";
"'6910'";4;"Legal activities";
"'69101'";5;"Legal representation activities";
"'69102'";5;"Legal counselling and advising activities";
"'69103'";5;"Legal counselling and advising activities on patents";
"'69109'";5;"Other legal activities";
"'692'";3;"Accounting, bookkeeping and auditing activities; tax consultancy";
"'6920'";4;"Accounting, bookkeeping and auditing activities; tax consultancy";
"'69201'";5;"Accounting and bookkeeping activities; tax consultancy";
"'69202'";5;"Auditing activities";
"'70'";2;"Activities of head offices and management consultancy";
"'701'";3;"Activities of head offices";
"'7010'";4;"Activities of head offices";
"'70100'";5;"Activities of head offices";
"'702'";3;"Business and other management consultancy activities";
"'7020'";4;"Business and other management consultancy activities";
"'70200'";5;"Business and other management consultancy activities";
"'71'";2;"Architectural and engineering activities; technical testing and analysis";
"'711'";3;"Architectural and engineering activities and related technical consultancy";
"'7111'";4;"Architectural activities";
"'71110'";5;"Architectural activities";
"'7112'";4;"Engineering activities and related technical consultancy";
"'71121'";5;"Engineering design and technical consultancy incidental to urban planning";
"'71122'";5;"Civil engineering design and technical consultancy";
"'71123'";5;"Structural engineering design and technical consultancy";
"'71124'";5;"Engineering design and technical consultancy incidental to heating, plumbing and air-conditioning";
"'71125'";5;"Electrical engineering design and technical consultancy";
"'71126'";5;"Other engineering design and technical consultancy incidental to building construction";
"'71127'";5;"Mechanical and process engineering design and technical consultancy";
"'71129'";5;"Other engineering activities and related technical consultancy";
"'712'";3;"Technical testing and analysis";
"'7120'";4;"Technical testing and analysis";
"'71201'";5;"Motor vehicle inspection";
"'71202'";5;"Other technical testing and analysis";
"'72'";2;"Scientific research and development";
"'721'";3;"Research and experimental development on natural sciences and engineering";
"'7210'";4;"Research and experimental development on natural sciences and engineering";
"'72100'";5;"Research and experimental development on natural sciences and engineering";
"'722'";3;"Research and experimental development on social sciences and humanities";
"'7220'";4;"Research and experimental development on social sciences and humanities";
"'72200'";5;"Research and experimental development on social sciences and humanities";
"'73'";2;"Activities of advertising, market research and public relations";
"'731'";3;"Advertising";
"'7311'";4;"Activities of advertising agencies";
"'73111'";5;"Direct and outdoor advertising activities";
"'73112'";5;"Other activities of advertising agencies";
"'7312'";4;"Media representation";
"'73120'";5;"Media representation";
"'732'";3;"Market research and public opinion polling";
"'7320'";4;"Market research and public opinion polling";
"'73200'";5;"Market research and public opinion polling";
"'733'";3;"Public relations and communication activities";
"'7330'";4;"Public relations and communication activities";
"'73300'";5;"Public relations and communication activities";
"'74'";2;"Other professional, scientific and technical activities";
"'741'";3;"Specialised design activities";
"'7411'";4;"Industrial product and fashion design activities";
"'74110'";5;"Industrial product and fashion design activities";
"'7412'";4;"Graphic design and visual communication activities";
"'74121'";5;"Graphic design activities";
"'74122'";5;"Visual communication activities";
"'7413'";4;"Interior design activities";
"'74130'";5;"Interior design activities";
"'7414'";4;"Other specialised design activities";
"'74140'";5;"Other specialised design activities";
"'742'";3;"Photographic activities";
"'7420'";4;"Photographic activities";
"'74200'";5;"Photographic activities";
"'743'";3;"Translation and interpretation activities";
"'7430'";4;"Translation and interpretation activities";
"'74300'";5;"Translation and interpretation activities";
"'749'";3;"Other professional, scientific and technical activities n.e.c.";
"'7491'";4;"Patent brokering and marketing service activities";
"'74910'";5;"Patent brokering and marketing service activities";
"'7499'";4;"All other professional, scientific and technical activities n.e.c.";
"'74991'";5;"Programme agencies and management service activities for culture";
"'74999'";5;"All other miscellaneous professional, scientific and technical activities n.e.c.";
"'75'";2;"Veterinary activities";
"'750'";3;"Veterinary activities";
"'7500'";4;"Veterinary activities";
"'75000'";5;"Veterinary activities";
"'O'";1;"Administrative and support service activities";
"'77'";2;"Rental and leasing activities";
"'771'";3;"Rental and leasing of motor vehicles";
"'7711'";4;"Rental and leasing of cars and light motor vehicles";
"'77110'";5;"Rental and leasing of cars and light motor vehicles";
"'7712'";4;"Rental and leasing of trucks";
"'77120'";5;"Rental and leasing of trucks";
"'772'";3;"Rental and leasing of personal and household goods";
"'7721'";4;"Rental and leasing of recreational and sports goods";
"'77210'";5;"Rental and leasing of recreational and sports goods";
"'7722'";4;"Rental and leasing of other personal and household goods";
"'77220'";5;"Rental and leasing of other personal and household goods";
"'773'";3;"Rental and leasing of other machinery, equipment and tangible goods";
"'7731'";4;"Rental and leasing of agricultural machinery and equipment";
"'77310'";5;"Rental and leasing of agricultural machinery and equipment";
"'7732'";4;"Rental and leasing of construction and civil engineering machinery and equipment";
"'77320'";5;"Rental and leasing of construction and civil engineering machinery and equipment";
"'7733'";4;"Rental and leasing of office machinery, equipment and computers";
"'77330'";5;"Rental and leasing of office machinery, equipment and computers";
"'7734'";4;"Rental and leasing of water transport equipment";
"'77340'";5;"Rental and leasing of water transport equipment";
"'7735'";4;"Rental and leasing of air transport equipment";
"'77350'";5;"Rental and leasing of air transport equipment";
"'7739'";4;"Rental and leasing of other machinery, equipment and tangible goods n.e.c.";
"'77390'";5;"Rental and leasing of other machinery, equipment and tangible goods n.e.c.";
"'774'";3;"Leasing of intellectual property and similar products, except copyrighted works";
"'7740'";4;"Leasing of intellectual property and similar products, except copyrighted works";
"'77400'";5;"Leasing of intellectual property and similar products, except copyrighted works";
"'775'";3;"Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets";
"'7751'";4;"Intermediation service activities for rental and leasing of cars, motorhomes and trailers";
"'77510'";5;"Intermediation service activities for rental and leasing of cars, motorhomes and trailers";
"'7752'";4;"Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets";
"'77520'";5;"Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets";
"'78'";2;"Employment activities";
"'781'";3;"Activities of employment placement agencies";
"'7810'";4;"Activities of employment placement agencies";
"'78100'";5;"Activities of employment placement agencies";
"'782'";3;"Temporary employment agency activities and other human resource provisions";
"'7820'";4;"Temporary employment agency activities and other human resource provisions";
"'78200'";5;"Temporary employment agency activities and other human resource provisions";
"'79'";2;"Travel agency, tour operator and other reservation service and related activities";
"'791'";3;"Travel agency and tour operator activities";
"'7911'";4;"Travel agency activities";
"'79110'";5;"Travel agency activities";
"'7912'";4;"Tour operator activities";
"'79120'";5;"Tour operator activities";
"'799'";3;"Other reservation service and related activities";
"'7990'";4;"Other reservation service and related activities";
"'79900'";5;"Other reservation service and related activities";
"'80'";2;"Investigation and security activities";
"'800'";3;"Investigation and security activities";
"'8001'";4;"Investigation and private security activities";
"'80010'";5;"Investigation and private security activities";
"'8009'";4;"Security activities n.e.c.";
"'80090'";5;"Security activities n.e.c.";
"'81'";2;"Services to buildings and landscape activities";
"'811'";3;"Combined facilities support activities";
"'8110'";4;"Combined facilities support activities";
"'81100'";5;"Combined facilities support activities";
"'812'";3;"Cleaning activities";
"'8121'";4;"General cleaning of buildings";
"'81210'";5;"General cleaning of buildings";
"'8122'";4;"Other building and industrial cleaning activities";
"'81220'";5;"Other building and industrial cleaning activities";
"'8123'";4;"Other cleaning activities";
"'81231'";5;"Cleaning activities incidental to streets and roads";
"'81239'";5;"Other cleaning activities n.e.c.";
"'813'";3;"Landscape service activities";
"'8130'";4;"Landscape service activities";
"'81300'";5;"Landscape service activities";
"'82'";2;"Office administrative, office support and other business support activities";
"'821'";3;"Office administrative and support activities";
"'8210'";4;"Office administrative and support activities";
"'82100'";5;"Office administrative and support activities";
"'822'";3;"Activities of call centres";
"'8220'";4;"Activities of call centres";
"'82200'";5;"Activities of call centres";
"'823'";3;"Organisation of conventions and trade shows";
"'8230'";4;"Organisation of conventions and trade shows";
"'82300'";5;"Organisation of conventions and trade shows";
"'824'";3;"Intermediation service activities for business support service activities n.e.c.";
"'8240'";4;"Intermediation service activities for business support service activities n.e.c.";
"'82401'";5;"Event ticket intermediation service activities";
"'82402'";5;"Other intermediation service activities for business support service activities n.e.c.";
"'829'";3;"Business support service activities n.e.c.";
"'8291'";4;"Activities of collection agencies and credit bureaus";
"'82910'";5;"Activities of collection agencies and credit bureaus";
"'8292'";4;"Packaging activities";
"'82920'";5;"Packaging activities";
"'8299'";4;"Other business support service activities n.e.c.";
"'82990'";5;"Other business support service activities n.e.c.";
"'P'";1;"Public administration and defence; compulsory social security";
"'84'";2;"Public administration and defence; compulsory social security";
"'841'";3;"Administration of the State and the economic, social and environmental policies of the community";
"'8411'";4;"General public administration activities";
"'84110'";5;"General public administration activities";
"'8412'";4;"Regulation of health care, education, cultural services and other social services";
"'84121'";5;"Regulation of education and cultural services";
"'84122'";5;"Regulation of health care, social security and other social services";
"'8413'";4;"Regulation of and contribution to more efficient operation of businesses";
"'84130'";5;"Regulation of and contribution to more efficient operation of businesses";
"'842'";3;"Provision of services to the community as a whole";
"'8421'";4;"Foreign affairs";
"'84210'";5;"Foreign affairs";
"'8422'";4;"Defence activities";
"'84220'";5;"Defence activities";
"'8423'";4;"Justice and judicial activities";
"'84231'";5;"Prison activities";
"'84232'";5;"Other justice and judicial activities";
"'8424'";4;"Public order and safety activities";
"'84241'";5;"Police service";
"'84242'";5;"Border and civil guard activities";
"'8425'";4;"Fire service activities";
"'84250'";5;"Fire service activities";
"'843'";3;"Compulsory social security activities";
"'8430'";4;"Compulsory social security activities";
"'84301'";5;"Activities of the Social Insurance Institution";
"'84302'";5;"Statutory pension insurance by employers";
"'84309'";5;"Other compulsory social security activities";
"'Q'";1;"Education";
"'85'";2;"Education";
"'851'";3;"Pre-primary education";
"'8510'";4;"Pre-primary education";
"'85100'";5;"Pre-primary education";
"'852'";3;"Primary education";
"'8520'";4;"Primary education";
"'85200'";5;"Primary education";
"'853'";3;"Secondary and post-secondary non-tertiary education";
"'8531'";4;"General secondary education";
"'85311'";5;"Secondary education";
"'85312'";5;"General upper secondary education";
"'8532'";4;"Vocational secondary education";
"'85320'";5;"Vocational secondary education";
"'8533'";4;"Post-secondary non-tertiary education";
"'85330'";5;"Post-secondary non-tertiary education";
"'854'";3;"Tertiary education";
"'8540'";4;"Tertiary education";
"'85400'";5;"Tertiary education";
"'855'";3;"Other education";
"'8551'";4;"Sports and recreation education";
"'85510'";5;"Sports and recreation education";
"'8552'";4;"Cultural education";
"'85520'";5;"Cultural education";
"'8553'";4;"Driving school activities";
"'85530'";5;"Driving school activities";
"'8559'";4;"Other education n.e.c.";
"'85591'";5;"Folk high schools and adult education centres";
"'85592'";5;"Study centres";
"'85593'";5;"Language schools and centres";
"'85599'";5;"Other miscellaneous educational n.e.c.";
"'856'";3;"Educational support activities";
"'8561'";4;"Intermediation service activities for courses and tutors";
"'85610'";5;"Intermediation service activities for courses and tutors";
"'8569'";4;"Educational support activities n.e.c.";
"'85690'";5;"Educational support activities n.e.c.";
"'R'";1;"Human health and social work activities";
"'86'";2;"Human health activities";
"'861'";3;"Hospital activities";
"'8610'";4;"Hospital activities";
"'86100'";5;"Hospital activities";
"'862'";3;"Medical and dental practice activities";
"'8621'";4;"General medical practice activities";
"'86210'";5;"General medical practice activities";
"'8622'";4;"Medical specialists activities";
"'86220'";5;"Medical specialists activities";
"'8623'";4;"Dental practice care activities";
"'86230'";5;"Dental practice care activities";
"'869'";3;"Other human health activities";
"'8691'";4;"Diagnostic imaging services and medical laboratory activities";
"'86910'";5;"Diagnostic imaging services and medical laboratory activities";
"'8692'";4;"Patient transportation by ambulance";
"'86920'";5;"Patient transportation by ambulance";
"'8693'";4;"Activities of psychologists and psychotherapists, except medical doctors";
"'86930'";5;"Activities of psychologists and psychotherapists, except medical doctors";
"'8694'";4;"Nursing and midwifery activities";
"'86940'";5;"Nursing and midwifery activities";
"'8695'";4;"Physiotherapy activities";
"'86950'";5;"Physiotherapy activities";
"'8696'";4;"Traditional, complementary and alternative medicine activities";
"'86960'";5;"Traditional, complementary and alternative medicine activities";
"'8697'";4;"Intermediation service activities for medical, dental and other human health services";
"'86970'";5;"Intermediation service activities for medical, dental and other human health services";
"'8699'";4;"Other human health activities n.e.c.";
"'86990'";5;"Other human health activities n.e.c.";
"'87'";2;"Residential care activities";
"'871'";3;"Residential nursing care activities";
"'8710'";4;"Residential nursing care activities";
"'87100'";5;"Residential nursing care activities";
"'872'";3;"Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse";
"'8720'";4;"Residential care activities for persons living with or having a diagnosis of a mental illness or substance abuse";
"'87201'";5;"Residential nursing and care activities for persons with intellectual disabilities";
"'87202'";5;"Residential nursing and care activities for mental health patients";
"'87203'";5;"Residential nursing and care activities for substance abusers";
"'873'";3;"Residential care activities for older persons or persons with physical disabilities";
"'8730'";4;"Residential care activities for older persons or persons with physical disabilities";
"'87301'";5;"Residential care activities for older persons";
"'87302'";5;"Residential care activities for persons with physical disabilities";
"'879'";3;"Other residential care activities";
"'8791'";4;"Intermediation service activities for residential care activities";
"'87910'";5;"Intermediation service activities for residential care activities";
"'8799'";4;"Other residential care activities n.e.c.";
"'87991'";5;"Residential and professional family care activities for children and young people";
"'87992'";5;"Mother and child homes and shelters";
"'87999'";5;"Other miscellaneous residential care and housing activities n.e.c.";
"'88'";2;"Social work activities without accommodation";
"'881'";3;"Social work activities without accommodation for older persons or persons with disabilities";
"'8810'";4;"Social work activities without accommodation for older persons or persons with disabilities";
"'88101'";5;"Home help services for older persons and persons with disabilities";
"'88102'";5;"Day activity services for older persons";
"'88103'";5;"Day activity and sheltered work services for persons with disabilities";
"'88109'";5;"Other services without accommodation for older persons and persons with disabilities";
"'889'";3;"Other social work activities without accommodation";
"'8891'";4;"Child day-care activities";
"'88910'";5;"Child day-care activities";
"'8899'";4;"Other social work activities without accommodation n.e.c.";
"'88991'";5;"Day activity and sheltered work services for others than older persons and persons with disabilities";
"'88992'";5;"Outpatient rehabilitation for substance abusers";
"'88999'";5;"Other miscellaneous social work activities without accommodation n.e.c.";
"'S'";1;"Arts, sports and recreation";
"'90'";2;"Arts creation and performing arts activities";
"'901'";3;"Arts creation activities";
"'9011'";4;"Literary creation and musical composition activities";
"'90110'";5;"Literary creation and musical composition activities";
"'9012'";4;"Visual arts creation activities";
"'90120'";5;"Visual arts creation activities";
"'9013'";4;"Other arts creation activities";
"'90130'";5;"Other arts creation activities";
"'902'";3;"Activities of performing arts";
"'9020'";4;"Activities of performing arts";
"'90201'";5;"Theatrical presentations";
"'90202'";5;"Musical performances";
"'90203'";5;"Dance and circus performances";
"'90209'";5;"Other performing arts";
"'903'";3;"Support activities to arts creation and performing arts";
"'9031'";4;"Operation of arts facilities and sites";
"'90310'";5;"Operation of arts facilities and sites";
"'9039'";4;"Other support activities to arts and performing arts";
"'90391'";5;"Organising festivals and other cultural events";
"'90392'";5;"Setting up of presentation equipment and stage structures for festivals and other cultural events";
"'91'";2;"Libraries, archives, museums and other cultural activities";
"'911'";3;"Library and archive activities";
"'9111'";4;"Library activities";
"'91110'";5;"Library activities";
"'9112'";4;"Archive activities";
"'91120'";5;"Archive activities";
"'912'";3;"Museum, collection, historical site and monument activities";
"'9121'";4;"Museum and collection activities";
"'91210'";5;"Museum and collection activities";
"'9122'";4;"Historical site and monument activities";
"'91220'";5;"Historical site and monument activities";
"'913'";3;"Conservation, restoration and other support activities for cultural heritage";
"'9130'";4;"Conservation, restoration and other support activities for cultural heritage";
"'91300'";5;"Conservation, restoration and other support activities for cultural heritage";
"'914'";3;"Botanical and zoological garden and nature reserve activities";
"'9141'";4;"Botanical and zoological garden activities";
"'91410'";5;"Botanical and zoological garden activities";
"'9142'";4;"Nature reserve activities";
"'91420'";5;"Nature reserve activities";
"'92'";2;"Gambling and betting activities";
"'920'";3;"Gambling and betting activities";
"'9200'";4;"Gambling and betting activities";
"'92000'";5;"Gambling and betting activities";
"'93'";2;"Sports activities and amusement and recreation activities";
"'931'";3;"Sports activities";
"'9311'";4;"Operation of sports facilities";
"'93111'";5;"Skiing centre activities";
"'93112'";5;"Operation of other sports facilities";
"'9312'";4;"Activities of sports clubs";
"'93120'";5;"Activities of sports clubs";
"'9313'";4;"Activities of fitness centres";
"'93130'";5;"Activities of fitness centres";
"'9319'";4;"Sports activities n.e.c.";
"'93191'";5;"Activities of sport leagues and professional athletes";
